SHINEuid,FISH_Broad_Type,Occurrences
40165,WATER SUPPLY AND DRAINAGE,1
40166,INDUSTRIAL,1
40167,TRANSPORT,1
40168,MONUMENT (BY FORM),1
40169,AGRICULTURE AND SUBSISTENCE,1
40170,MONUMENT (BY FORM),1
40171,INDUSTRIAL,1
40172,INDUSTRIAL,1
40173,MONUMENT (BY FORM),1
40174,MONUMENT (BY FORM),1
40175,INDUSTRIAL,1
40176,INDUSTRIAL,1
40177,INDUSTRIAL,1
40178,INDUSTRIAL,1
40179,MONUMENT (BY FORM),1
40180,INDUSTRIAL,1
40181,MONUMENT (BY FORM),1
40182,INDUSTRIAL,1
40183,TRANSPORT,1
40184,INDUSTRIAL,1
40185,INDUSTRIAL,1
40186,INDUSTRIAL,1
40187,MONUMENT (BY FORM),1
40188,INDUSTRIAL,1
40189,TRANSPORT,1
40190,INDUSTRIAL,1
40191,INDUSTRIAL,1
40192,TRANSPORT,1
40193,INDUSTRIAL,1
40194,INDUSTRIAL,1
40195,INDUSTRIAL,1
40196,INDUSTRIAL,1
40197,MONUMENT (BY FORM),1
40198,INDUSTRIAL,1
40199,MONUMENT (BY FORM),2
40200,DOMESTIC,4
40201,DOMESTIC,1
40201,"RELIGIOUS, RITUAL AND FUNERARY",1
40202,DOMESTIC,2
40203,MONUMENT (BY FORM),1
40204,"RELIGIOUS, RITUAL AND FUNERARY",1
40205,"RELIGIOUS, RITUAL AND FUNERARY",1
40206,"RELIGIOUS, RITUAL AND FUNERARY",1
40207,"RELIGIOUS, RITUAL AND FUNERARY",1
40208,DOMESTIC,1
40209,AGRICULTURE AND SUBSISTENCE,1
40209,"RELIGIOUS, RITUAL AND FUNERARY",1
40210,"RELIGIOUS, RITUAL AND FUNERARY",1
40211,AGRICULTURE AND SUBSISTENCE,1
40212,AGRICULTURE AND SUBSISTENCE,1
40213,"RELIGIOUS, RITUAL AND FUNERARY",1
40214,TRANSPORT,1
40215,DOMESTIC,1
40215,"RELIGIOUS, RITUAL AND FUNERARY",1
40216,MONUMENT (BY FORM),1
40216,WATER SUPPLY AND DRAINAGE,1
40217,AGRICULTURE AND SUBSISTENCE,1
40218,DOMESTIC,1
40219,DOMESTIC,1
40220,DOMESTIC,1
40221,DOMESTIC,1
40222,DOMESTIC,1
40223,DOMESTIC,1
40224,DOMESTIC,1
40225,DOMESTIC,1
40225,TRANSPORT,1
40226,AGRICULTURE AND SUBSISTENCE,1
40227,AGRICULTURE AND SUBSISTENCE,1
40228,DOMESTIC,1
40229,DOMESTIC,1
40230,DOMESTIC,1
40231,AGRICULTURE AND SUBSISTENCE,1
40232,DOMESTIC,1
40233,DOMESTIC,1
40234,DOMESTIC,1
40235,TRANSPORT,1
40236,DOMESTIC,1
40237,AGRICULTURE AND SUBSISTENCE,1
40238,DOMESTIC,1
40239,AGRICULTURE AND SUBSISTENCE,1
40240,AGRICULTURE AND SUBSISTENCE,1
40240,"RELIGIOUS, RITUAL AND FUNERARY",1
40241,AGRICULTURE AND SUBSISTENCE,1
40241,"RELIGIOUS, RITUAL AND FUNERARY",1
40242,MONUMENT (BY FORM),1
40243,DOMESTIC,1
40243,UNASSIGNED,1
40244,AGRICULTURE AND SUBSISTENCE,2
40245,AGRICULTURE AND SUBSISTENCE,1
40245,"RELIGIOUS, RITUAL AND FUNERARY",1
40246,INDUSTRIAL,1
40247,INDUSTRIAL,2
40248,INDUSTRIAL,1
40249,MONUMENT (BY FORM),1
40250,MONUMENT (BY FORM),2
40251,INDUSTRIAL,1
40252,MONUMENT (BY FORM),2
40253,AGRICULTURE AND SUBSISTENCE,2
40254,INDUSTRIAL,2
40255,INDUSTRIAL,1
40256,AGRICULTURE AND SUBSISTENCE,2
40257,AGRICULTURE AND SUBSISTENCE,1
40257,DOMESTIC,1
40257,MONUMENT (BY FORM),1
40258,AGRICULTURE AND SUBSISTENCE,1
40259,AGRICULTURE AND SUBSISTENCE,1
40260,"RELIGIOUS, RITUAL AND FUNERARY",1
40261,AGRICULTURE AND SUBSISTENCE,1
40262,"RELIGIOUS, RITUAL AND FUNERARY",1
40263,INDUSTRIAL,1
40264,INDUSTRIAL,1
40265,INDUSTRIAL,1
40266,INDUSTRIAL,1
40267,TRANSPORT,1
40268,TRANSPORT,1
40269,AGRICULTURE AND SUBSISTENCE,1
40270,TRANSPORT,1
40271,TRANSPORT,1
40272,AGRICULTURE AND SUBSISTENCE,1
40273,INDUSTRIAL,1
40274,TRANSPORT,1
40275,"RELIGIOUS, RITUAL AND FUNERARY",1
40276,"RELIGIOUS, RITUAL AND FUNERARY",1
40277,TRANSPORT,1
40278,AGRICULTURE AND SUBSISTENCE,1
40278,MONUMENT (BY FORM),1
40279,TRANSPORT,1
40280,TRANSPORT,1
40281,TRANSPORT,1
40282,TRANSPORT,1
40283,TRANSPORT,1
40284,TRANSPORT,1
40285,AGRICULTURE AND SUBSISTENCE,1
40286,TRANSPORT,1
40287,AGRICULTURE AND SUBSISTENCE,1
40288,INDUSTRIAL,1
40289,"RELIGIOUS, RITUAL AND FUNERARY",1
40290,TRANSPORT,1
40291,TRANSPORT,1
40292,MONUMENT (BY FORM),1
40293,AGRICULTURE AND SUBSISTENCE,1
40294,TRANSPORT,1
40295,INDUSTRIAL,1
40296,INDUSTRIAL,1
40297,MONUMENT (BY FORM),1
40298,MONUMENT (BY FORM),1
40299,AGRICULTURE AND SUBSISTENCE,1
40299,TRANSPORT,1
40300,TRANSPORT,1
40301,"RELIGIOUS, RITUAL AND FUNERARY",2
40302,AGRICULTURE AND SUBSISTENCE,1
40303,MONUMENT (BY FORM),1
40304,AGRICULTURE AND SUBSISTENCE,1
40305,AGRICULTURE AND SUBSISTENCE,1
40306,AGRICULTURE AND SUBSISTENCE,1
40307,TRANSPORT,1
40308,AGRICULTURE AND SUBSISTENCE,1
40309,"RELIGIOUS, RITUAL AND FUNERARY",1
40310,AGRICULTURE AND SUBSISTENCE,1
40311,AGRICULTURE AND SUBSISTENCE,1
40312,"RELIGIOUS, RITUAL AND FUNERARY",1
40313,AGRICULTURE AND SUBSISTENCE,1
40314,AGRICULTURE AND SUBSISTENCE,1
40315,TRANSPORT,1
40316,AGRICULTURE AND SUBSISTENCE,1
40317,TRANSPORT,1
40318,AGRICULTURE AND SUBSISTENCE,1
40319,TRANSPORT,1
40320,"RELIGIOUS, RITUAL AND FUNERARY",1
40321,"RELIGIOUS, RITUAL AND FUNERARY",1
40322,"RELIGIOUS, RITUAL AND FUNERARY",1
40323,"RELIGIOUS, RITUAL AND FUNERARY",1
40324,AGRICULTURE AND SUBSISTENCE,1
40325,"RELIGIOUS, RITUAL AND FUNERARY",1
40326,AGRICULTURE AND SUBSISTENCE,2
40327,"RELIGIOUS, RITUAL AND FUNERARY",1
40328,AGRICULTURE AND SUBSISTENCE,1
40329,AGRICULTURE AND SUBSISTENCE,1
40330,AGRICULTURE AND SUBSISTENCE,1
40331,AGRICULTURE AND SUBSISTENCE,1
40332,INDUSTRIAL,1
40333,"RELIGIOUS, RITUAL AND FUNERARY",1
40334,AGRICULTURE AND SUBSISTENCE,1
40335,MONUMENT (BY FORM),1
40336,AGRICULTURE AND SUBSISTENCE,1
40337,AGRICULTURE AND SUBSISTENCE,1
40338,AGRICULTURE AND SUBSISTENCE,1
40339,"RELIGIOUS, RITUAL AND FUNERARY",1
40340,INDUSTRIAL,1
40341,MONUMENT (BY FORM),1
40342,MONUMENT (BY FORM),1
40342,TRANSPORT,1
40343,TRANSPORT,1
40344,"RELIGIOUS, RITUAL AND FUNERARY",1
40345,"RELIGIOUS, RITUAL AND FUNERARY",1
40346,MONUMENT (BY FORM),1
40347,MONUMENT (BY FORM),1
40348,MONUMENT (BY FORM),1
40349,TRANSPORT,1
40350,AGRICULTURE AND SUBSISTENCE,1
40351,DOMESTIC,1
40352,MONUMENT (BY FORM),1
40353,AGRICULTURE AND SUBSISTENCE,2
40354,INDUSTRIAL,1
40355,DOMESTIC,1
40355,MONUMENT (BY FORM),1
40356,MONUMENT (BY FORM),1
40357,AGRICULTURE AND SUBSISTENCE,1
40358,AGRICULTURE AND SUBSISTENCE,1
40359,AGRICULTURE AND SUBSISTENCE,1
40360,MONUMENT (BY FORM),1
40361,AGRICULTURE AND SUBSISTENCE,1
40362,MONUMENT (BY FORM),1
40363,AGRICULTURE AND SUBSISTENCE,1
40363,"RELIGIOUS, RITUAL AND FUNERARY",1
40364,TRANSPORT,1
40365,TRANSPORT,1
40366,DOMESTIC,1
40367,DOMESTIC,1
40368,DOMESTIC,1
40369,"RELIGIOUS, RITUAL AND FUNERARY",1
40370,AGRICULTURE AND SUBSISTENCE,1
40371,TRANSPORT,1
40372,AGRICULTURE AND SUBSISTENCE,1
40373,AGRICULTURE AND SUBSISTENCE,1
40374,AGRICULTURE AND SUBSISTENCE,1
40375,AGRICULTURE AND SUBSISTENCE,1
40376,AGRICULTURE AND SUBSISTENCE,1
40377,AGRICULTURE AND SUBSISTENCE,1
40378,"RELIGIOUS, RITUAL AND FUNERARY",1
40379,AGRICULTURE AND SUBSISTENCE,1
40380,MONUMENT (BY FORM),1
40381,AGRICULTURE AND SUBSISTENCE,1
40382,AGRICULTURE AND SUBSISTENCE,2
40383,TRANSPORT,1
40384,AGRICULTURE AND SUBSISTENCE,1
40385,MONUMENT (BY FORM),1
40386,INDUSTRIAL,1
40387,INDUSTRIAL,1
40388,INDUSTRIAL,1
40389,INDUSTRIAL,1
40390,NA,1
40391,RECREATIONAL,1
40392,DOMESTIC,1
40393,"RELIGIOUS, RITUAL AND FUNERARY",1
40394,DOMESTIC,1
40394,MONUMENT (BY FORM),1
40394,"RELIGIOUS, RITUAL AND FUNERARY",1
40395,AGRICULTURE AND SUBSISTENCE,1
40395,"RELIGIOUS, RITUAL AND FUNERARY",1
40396,MONUMENT (BY FORM),1
40396,"RELIGIOUS, RITUAL AND FUNERARY",1
40397,"RELIGIOUS, RITUAL AND FUNERARY",1
40398,MONUMENT (BY FORM),1
40398,"RELIGIOUS, RITUAL AND FUNERARY",1
40399,MONUMENT (BY FORM),1
40399,"RELIGIOUS, RITUAL AND FUNERARY",1
40400,AGRICULTURE AND SUBSISTENCE,1
40400,INDUSTRIAL,1
40401,INDUSTRIAL,1
40402,MONUMENT (BY FORM),1
40402,"RELIGIOUS, RITUAL AND FUNERARY",1
40403,"RELIGIOUS, RITUAL AND FUNERARY",1
40404,AGRICULTURE AND SUBSISTENCE,1
40404,"RELIGIOUS, RITUAL AND FUNERARY",1
40405,DOMESTIC,1
40406,DOMESTIC,1
40407,DOMESTIC,1
40408,DOMESTIC,1
40409,DOMESTIC,1
40410,MONUMENT (BY FORM),1
40411,AGRICULTURE AND SUBSISTENCE,1
40411,DOMESTIC,1
40411,"RELIGIOUS, RITUAL AND FUNERARY",1
40412,AGRICULTURE AND SUBSISTENCE,1
40412,"RELIGIOUS, RITUAL AND FUNERARY",1
40413,"RELIGIOUS, RITUAL AND FUNERARY",1
40414,INDUSTRIAL,1
40415,AGRICULTURE AND SUBSISTENCE,1
40415,DOMESTIC,1
40415,"RELIGIOUS, RITUAL AND FUNERARY",1
40416,AGRICULTURE AND SUBSISTENCE,1
40417,DOMESTIC,1
40418,INDUSTRIAL,1
40419,MONUMENT (BY FORM),1
40420,MONUMENT (BY FORM),1
40421,INDUSTRIAL,1
40422,INDUSTRIAL,1
40423,AGRICULTURE AND SUBSISTENCE,1
40423,MONUMENT (BY FORM),1
40423,"RELIGIOUS, RITUAL AND FUNERARY",1
40424,INDUSTRIAL,1
40425,INDUSTRIAL,1
40426,MONUMENT (BY FORM),1
40427,DOMESTIC,2
40428,"RELIGIOUS, RITUAL AND FUNERARY",1
40429,MONUMENT (BY FORM),1
40429,"RELIGIOUS, RITUAL AND FUNERARY",1
40430,DOMESTIC,1
40431,"RELIGIOUS, RITUAL AND FUNERARY",1
40432,AGRICULTURE AND SUBSISTENCE,1
40432,"RELIGIOUS, RITUAL AND FUNERARY",1
40433,AGRICULTURE AND SUBSISTENCE,2
40434,RECREATIONAL,1
40435,TRANSPORT,1
40436,INDUSTRIAL,1
40437,INDUSTRIAL,1
40438,AGRICULTURE AND SUBSISTENCE,2
40439,MONUMENT (BY FORM),1
40440,NA,1
40441,MONUMENT (BY FORM),1
40441,"RELIGIOUS, RITUAL AND FUNERARY",1
40442,"RELIGIOUS, RITUAL AND FUNERARY",1
40442,TRANSPORT,1
40443,DOMESTIC,1
40443,MONUMENT (BY FORM),1
40444,AGRICULTURE AND SUBSISTENCE,1
40445,AGRICULTURE AND SUBSISTENCE,1
40446,AGRICULTURE AND SUBSISTENCE,1
40447,DOMESTIC,1
40448,DOMESTIC,1
40449,AGRICULTURE AND SUBSISTENCE,1
40450,DOMESTIC,1
40451,DOMESTIC,1
40452,MONUMENT (BY FORM),1
40452,"RELIGIOUS, RITUAL AND FUNERARY",1
40453,INDUSTRIAL,3
40454,NA,1
40455,INDUSTRIAL,1
40456,INDUSTRIAL,1
40457,"RELIGIOUS, RITUAL AND FUNERARY",1
40458,INDUSTRIAL,1
40459,MONUMENT (BY FORM),1
40460,WATER SUPPLY AND DRAINAGE,1
40461,NA,1
40462,WATER SUPPLY AND DRAINAGE,1
40463,"RELIGIOUS, RITUAL AND FUNERARY",1
40464,COMMERCIAL,1
40465,AGRICULTURE AND SUBSISTENCE,1
40466,INDUSTRIAL,1
40467,TRANSPORT,1
40468,INDUSTRIAL,1
40469,DOMESTIC,1
40470,WATER SUPPLY AND DRAINAGE,1
40471,AGRICULTURE AND SUBSISTENCE,1
40472,INDUSTRIAL,1
40473,AGRICULTURE AND SUBSISTENCE,1
40473,MONUMENT (BY FORM),1
40474,COMMEMORATIVE,1
40475,MONUMENT (BY FORM),1
40476,DOMESTIC,1
40477,AGRICULTURE AND SUBSISTENCE,1
40478,"RELIGIOUS, RITUAL AND FUNERARY",1
40479,MONUMENT (BY FORM),1
40480,MONUMENT (BY FORM),1
40481,WATER SUPPLY AND DRAINAGE,1
40482,MONUMENT (BY FORM),1
40483,AGRICULTURE AND SUBSISTENCE,1
40484,AGRICULTURE AND SUBSISTENCE,1
40485,MONUMENT (BY FORM),1
40486,MONUMENT (BY FORM),1
40486,TRANSPORT,1
40487,TRANSPORT,1
40488,MONUMENT (BY FORM),1
40489,MONUMENT (BY FORM),1
40490,AGRICULTURE AND SUBSISTENCE,1
40491,AGRICULTURE AND SUBSISTENCE,1
40492,AGRICULTURE AND SUBSISTENCE,1
40493,DOMESTIC,1
40494,"RELIGIOUS, RITUAL AND FUNERARY",2
40495,MONUMENT (BY FORM),1
40496,AGRICULTURE AND SUBSISTENCE,1
40497,MONUMENT (BY FORM),1
40498,MONUMENT (BY FORM),1
40499,AGRICULTURE AND SUBSISTENCE,2
40500,NA,1
40501,INDUSTRIAL,1
40502,MONUMENT (BY FORM),1
40503,AGRICULTURE AND SUBSISTENCE,1
40504,INDUSTRIAL,1
40505,INDUSTRIAL,1
40506,AGRICULTURE AND SUBSISTENCE,1
40507,MONUMENT (BY FORM),1
40508,AGRICULTURE AND SUBSISTENCE,1
40509,AGRICULTURE AND SUBSISTENCE,1
40510,INDUSTRIAL,1
40511,AGRICULTURE AND SUBSISTENCE,1
40512,AGRICULTURE AND SUBSISTENCE,1
40513,INDUSTRIAL,2
40514,AGRICULTURE AND SUBSISTENCE,1
40515,MONUMENT (BY FORM),2
40516,MONUMENT (BY FORM),1
40517,MONUMENT (BY FORM),1
40518,AGRICULTURE AND SUBSISTENCE,1
40519,UNASSIGNED,1
40520,AGRICULTURE AND SUBSISTENCE,1
40521,INDUSTRIAL,1
40522,MONUMENT (BY FORM),1
40523,AGRICULTURE AND SUBSISTENCE,1
40524,INDUSTRIAL,1
40525,AGRICULTURE AND SUBSISTENCE,1
40526,MONUMENT (BY FORM),1
40527,AGRICULTURE AND SUBSISTENCE,1
40528,AGRICULTURE AND SUBSISTENCE,2
40529,MONUMENT (BY FORM),1
40529,NA,1
40530,AGRICULTURE AND SUBSISTENCE,2
40531,MONUMENT (BY FORM),1
40532,MONUMENT (BY FORM),1
40533,MONUMENT (BY FORM),2
40534,MONUMENT (BY FORM),1
40535,MONUMENT (BY FORM),1
40536,MONUMENT (BY FORM),1
40537,"RELIGIOUS, RITUAL AND FUNERARY",1
40538,"RELIGIOUS, RITUAL AND FUNERARY",1
40539,"RELIGIOUS, RITUAL AND FUNERARY",1
40540,AGRICULTURE AND SUBSISTENCE,1
40541,"RELIGIOUS, RITUAL AND FUNERARY",1
40542,"RELIGIOUS, RITUAL AND FUNERARY",1
40543,"RELIGIOUS, RITUAL AND FUNERARY",1
40544,DOMESTIC,1
40545,MONUMENT (BY FORM),1
40546,AGRICULTURE AND SUBSISTENCE,1
40547,"RELIGIOUS, RITUAL AND FUNERARY",1
40548,"RELIGIOUS, RITUAL AND FUNERARY",1
40549,MONUMENT (BY FORM),1
40550,MONUMENT (BY FORM),1
40551,INDUSTRIAL,1
40552,MONUMENT (BY FORM),1
40553,MONUMENT (BY FORM),1
40554,DOMESTIC,2
40555,MONUMENT (BY FORM),1
40556,MONUMENT (BY FORM),2
40557,MONUMENT (BY FORM),1
40558,INDUSTRIAL,1
40559,INDUSTRIAL,1
40560,INDUSTRIAL,1
40561,MONUMENT (BY FORM),1
40561,TRANSPORT,1
40562,INDUSTRIAL,1
40563,INDUSTRIAL,1
40564,INDUSTRIAL,1
40565,MONUMENT (BY FORM),1
40566,INDUSTRIAL,1
40567,INDUSTRIAL,1
40568,AGRICULTURE AND SUBSISTENCE,2
40569,MONUMENT (BY FORM),1
40570,"RELIGIOUS, RITUAL AND FUNERARY",1
40570,NA,1
40571,AGRICULTURE AND SUBSISTENCE,1
40571,"RELIGIOUS, RITUAL AND FUNERARY",1
40572,MONUMENT (BY FORM),1
40573,MONUMENT (BY FORM),1
40574,AGRICULTURE AND SUBSISTENCE,1
40575,MONUMENT (BY FORM),1
40576,MONUMENT (BY FORM),1
40577,TRANSPORT,1
40577,NA,1
40578,MONUMENT (BY FORM),1
40579,AGRICULTURE AND SUBSISTENCE,1
40580,MONUMENT (BY FORM),1
40581,MONUMENT (BY FORM),1
40582,TRANSPORT,1
40583,AGRICULTURE AND SUBSISTENCE,1
40583,DOMESTIC,1
40584,DOMESTIC,1
40585,INDUSTRIAL,1
40585,TRANSPORT,1
40586,AGRICULTURE AND SUBSISTENCE,1
40586,DOMESTIC,1
40586,NA,1
40587,AGRICULTURE AND SUBSISTENCE,1
40588,AGRICULTURE AND SUBSISTENCE,1
40589,TRANSPORT,1
40590,AGRICULTURE AND SUBSISTENCE,1
40591,MONUMENT (BY FORM),1
40592,AGRICULTURE AND SUBSISTENCE,1
40593,AGRICULTURE AND SUBSISTENCE,1
40593,MONUMENT (BY FORM),1
40594,AGRICULTURE AND SUBSISTENCE,1
40595,AGRICULTURE AND SUBSISTENCE,1
40596,AGRICULTURE AND SUBSISTENCE,2
40597,AGRICULTURE AND SUBSISTENCE,1
40598,AGRICULTURE AND SUBSISTENCE,1
40599,INDUSTRIAL,1
40600,WATER SUPPLY AND DRAINAGE,1
40601,AGRICULTURE AND SUBSISTENCE,1
40602,TRANSPORT,1
40603,AGRICULTURE AND SUBSISTENCE,1
40604,TRANSPORT,1
40605,AGRICULTURE AND SUBSISTENCE,1
40606,TRANSPORT,1
40607,AGRICULTURE AND SUBSISTENCE,1
40608,"RELIGIOUS, RITUAL AND FUNERARY",1
40609,INDUSTRIAL,1
40610,INDUSTRIAL,1
40611,INDUSTRIAL,1
40612,AGRICULTURE AND SUBSISTENCE,1
40613,"RELIGIOUS, RITUAL AND FUNERARY",1
40614,"RELIGIOUS, RITUAL AND FUNERARY",1
40615,AGRICULTURE AND SUBSISTENCE,1
40616,"RELIGIOUS, RITUAL AND FUNERARY",1
40617,AGRICULTURE AND SUBSISTENCE,1
40618,AGRICULTURE AND SUBSISTENCE,1
40619,AGRICULTURE AND SUBSISTENCE,2
40620,AGRICULTURE AND SUBSISTENCE,1
40621,AGRICULTURE AND SUBSISTENCE,1
40622,AGRICULTURE AND SUBSISTENCE,1
40623,AGRICULTURE AND SUBSISTENCE,1
40624,MONUMENT (BY FORM),1
40625,AGRICULTURE AND SUBSISTENCE,1
40626,AGRICULTURE AND SUBSISTENCE,1
40627,MONUMENT (BY FORM),1
40628,INDUSTRIAL,1
40629,AGRICULTURE AND SUBSISTENCE,1
40630,AGRICULTURE AND SUBSISTENCE,1
40631,AGRICULTURE AND SUBSISTENCE,1
40632,AGRICULTURE AND SUBSISTENCE,1
40633,AGRICULTURE AND SUBSISTENCE,1
40634,AGRICULTURE AND SUBSISTENCE,1
40635,MONUMENT (BY FORM),1
40636,AGRICULTURE AND SUBSISTENCE,2
40637,AGRICULTURE AND SUBSISTENCE,2
40638,AGRICULTURE AND SUBSISTENCE,1
40639,AGRICULTURE AND SUBSISTENCE,1
40640,AGRICULTURE AND SUBSISTENCE,1
40641,AGRICULTURE AND SUBSISTENCE,1
40642,AGRICULTURE AND SUBSISTENCE,1
40643,AGRICULTURE AND SUBSISTENCE,1
40644,AGRICULTURE AND SUBSISTENCE,1
40645,MONUMENT (BY FORM),1
40646,AGRICULTURE AND SUBSISTENCE,1
40647,AGRICULTURE AND SUBSISTENCE,1
40648,TRANSPORT,1
40649,AGRICULTURE AND SUBSISTENCE,1
40650,AGRICULTURE AND SUBSISTENCE,1
40651,AGRICULTURE AND SUBSISTENCE,1
40652,NA,1
40653,AGRICULTURE AND SUBSISTENCE,1
40654,AGRICULTURE AND SUBSISTENCE,1
40655,AGRICULTURE AND SUBSISTENCE,1
40656,AGRICULTURE AND SUBSISTENCE,1
40657,TRANSPORT,1
40658,MONUMENT (BY FORM),1
40659,AGRICULTURE AND SUBSISTENCE,1
40660,AGRICULTURE AND SUBSISTENCE,1
40661,INDUSTRIAL,1
40662,AGRICULTURE AND SUBSISTENCE,1
40663,AGRICULTURE AND SUBSISTENCE,1
40664,AGRICULTURE AND SUBSISTENCE,1
40665,MONUMENT (BY FORM),1
40666,INDUSTRIAL,1
40667,INDUSTRIAL,1
40668,INDUSTRIAL,1
40669,MONUMENT (BY FORM),1
40670,INDUSTRIAL,1
40671,INDUSTRIAL,1
40672,INDUSTRIAL,1
40673,INDUSTRIAL,1
40674,AGRICULTURE AND SUBSISTENCE,1
40675,NA,1
40676,AGRICULTURE AND SUBSISTENCE,1
40677,AGRICULTURE AND SUBSISTENCE,1
40678,AGRICULTURE AND SUBSISTENCE,1
40679,AGRICULTURE AND SUBSISTENCE,1
40680,AGRICULTURE AND SUBSISTENCE,1
40681,"RELIGIOUS, RITUAL AND FUNERARY",1
40682,AGRICULTURE AND SUBSISTENCE,1
40683,AGRICULTURE AND SUBSISTENCE,1
40684,TRANSPORT,1
40685,MONUMENT (BY FORM),1
40686,AGRICULTURE AND SUBSISTENCE,1
40687,INDUSTRIAL,1
40688,INDUSTRIAL,1
40689,INDUSTRIAL,1
40690,INDUSTRIAL,1
40691,AGRICULTURE AND SUBSISTENCE,1
40692,AGRICULTURE AND SUBSISTENCE,1
40693,AGRICULTURE AND SUBSISTENCE,1
40694,AGRICULTURE AND SUBSISTENCE,1
40695,AGRICULTURE AND SUBSISTENCE,1
40696,AGRICULTURE AND SUBSISTENCE,1
40697,AGRICULTURE AND SUBSISTENCE,1
40698,AGRICULTURE AND SUBSISTENCE,1
40699,AGRICULTURE AND SUBSISTENCE,1
40700,INDUSTRIAL,1
40701,AGRICULTURE AND SUBSISTENCE,1
40702,AGRICULTURE AND SUBSISTENCE,1
40703,AGRICULTURE AND SUBSISTENCE,1
40704,AGRICULTURE AND SUBSISTENCE,1
40705,AGRICULTURE AND SUBSISTENCE,1
40706,TRANSPORT,1
40707,TRANSPORT,1
40708,TRANSPORT,1
40709,TRANSPORT,1
40710,TRANSPORT,1
40711,TRANSPORT,1
40712,TRANSPORT,1
40713,TRANSPORT,1
40714,TRANSPORT,1
40715,TRANSPORT,1
40716,TRANSPORT,1
40717,TRANSPORT,1
40718,TRANSPORT,1
40719,TRANSPORT,1
40720,TRANSPORT,1
40721,TRANSPORT,1
40722,TRANSPORT,1
40723,TRANSPORT,1
40724,TRANSPORT,1
40725,TRANSPORT,1
40726,TRANSPORT,1
40727,MONUMENT (BY FORM),1
40727,TRANSPORT,1
40728,TRANSPORT,1
40729,TRANSPORT,1
40730,AGRICULTURE AND SUBSISTENCE,1
40731,AGRICULTURE AND SUBSISTENCE,1
40732,AGRICULTURE AND SUBSISTENCE,1
40733,DOMESTIC,1
40733,NA,1
40734,AGRICULTURE AND SUBSISTENCE,1
40735,AGRICULTURE AND SUBSISTENCE,1
40736,AGRICULTURE AND SUBSISTENCE,1
40737,AGRICULTURE AND SUBSISTENCE,1
40738,DOMESTIC,1
40738,NA,1
40739,TRANSPORT,1
40740,INDUSTRIAL,1
40741,INDUSTRIAL,1
40742,INDUSTRIAL,1
40743,INDUSTRIAL,1
40744,TRANSPORT,1
40745,TRANSPORT,1
40746,TRANSPORT,1
40747,AGRICULTURE AND SUBSISTENCE,1
40748,TRANSPORT,1
40749,AGRICULTURE AND SUBSISTENCE,1
40750,"RELIGIOUS, RITUAL AND FUNERARY",1
40751,AGRICULTURE AND SUBSISTENCE,1
40752,TRANSPORT,1
40753,TRANSPORT,1
40754,NA,1
40755,INDUSTRIAL,2
40756,AGRICULTURE AND SUBSISTENCE,1
40757,AGRICULTURE AND SUBSISTENCE,1
40758,AGRICULTURE AND SUBSISTENCE,1
40759,AGRICULTURE AND SUBSISTENCE,1
40760,AGRICULTURE AND SUBSISTENCE,1
40761,TRANSPORT,1
40762,INDUSTRIAL,1
40763,TRANSPORT,1
40764,AGRICULTURE AND SUBSISTENCE,2
40765,AGRICULTURE AND SUBSISTENCE,1
40766,TRANSPORT,1
40767,AGRICULTURE AND SUBSISTENCE,1
40768,AGRICULTURE AND SUBSISTENCE,1
40769,AGRICULTURE AND SUBSISTENCE,1
40770,AGRICULTURE AND SUBSISTENCE,1
40770,MONUMENT (BY FORM),1
40771,AGRICULTURE AND SUBSISTENCE,1
40772,AGRICULTURE AND SUBSISTENCE,1
40773,INDUSTRIAL,1
40774,AGRICULTURE AND SUBSISTENCE,1
40775,AGRICULTURE AND SUBSISTENCE,1
40776,AGRICULTURE AND SUBSISTENCE,1
40776,COMMERCIAL,1
40777,INDUSTRIAL,1
40778,INDUSTRIAL,1
40780,MONUMENT (BY FORM),1
40781,TRANSPORT,1
40782,AGRICULTURE AND SUBSISTENCE,1
40783,AGRICULTURE AND SUBSISTENCE,3
40784,AGRICULTURE AND SUBSISTENCE,1
40785,AGRICULTURE AND SUBSISTENCE,1
40786,AGRICULTURE AND SUBSISTENCE,1
40787,INDUSTRIAL,1
40788,INDUSTRIAL,1
40789,"RELIGIOUS, RITUAL AND FUNERARY",1
40790,AGRICULTURE AND SUBSISTENCE,1
40791,AGRICULTURE AND SUBSISTENCE,1
40791,"RELIGIOUS, RITUAL AND FUNERARY",1
40792,INDUSTRIAL,1
40793,AGRICULTURE AND SUBSISTENCE,1
40794,INDUSTRIAL,1
40795,INDUSTRIAL,1
40796,AGRICULTURE AND SUBSISTENCE,1
40796,MONUMENT (BY FORM),1
40797,INDUSTRIAL,1
40798,INDUSTRIAL,1
40799,INDUSTRIAL,1
40800,INDUSTRIAL,1
40801,INDUSTRIAL,1
40802,AGRICULTURE AND SUBSISTENCE,1
40803,INDUSTRIAL,1
40804,AGRICULTURE AND SUBSISTENCE,1
40805,INDUSTRIAL,1
40806,DOMESTIC,1
40806,"RELIGIOUS, RITUAL AND FUNERARY",1
40807,AGRICULTURE AND SUBSISTENCE,1
40808,AGRICULTURE AND SUBSISTENCE,1
40809,AGRICULTURE AND SUBSISTENCE,1
40810,AGRICULTURE AND SUBSISTENCE,1
40810,INDUSTRIAL,1
