SHINEuid,MonType,HER Number,Name,PrtctStat,Summary,PeriodStrt,PeriodEnd,Evidence,Descript,PrimRefNo,SHINE_name,CandStat,SHI_Form,SHI_Signif,SHI_StatID,SHI_Stat,Shape,BroadType_Code,Keep_YN.x,Keep_YN.y,countNoKeep,countSHINEuids
37923,FULLING MILL,30777,"Fulling Mill, Threlkeld",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of unknown date.",UNCERTAIN,UNCERTAIN,DESTROYED MONUMENT,Site of a Fulling Mill. This site is included on M Davies Shiel's annotated map 1990 (S1286).,b7d41798-04b3-4313-a160-712e6f28cd2e,Above-ground remains of a fulling mill of unknown date at Threlkeld,yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37934,FULLING MILL,30889,"Fulling Mill at Croft Head, Ullthwaite, Over Staveley",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of Medieval to Post Medieval date.",MEDIEVAL,POST MEDIEVAL,DESTROYED MONUMENT,"Site of a Fulling Mill, one of the earliest in Cumbria, dated 1135, 1274 and 1617. This site is included on M Davies Shiel's annotated map 1990 (S1286).",d436fa4d-9899-4421-be19-1c9077b6993c,"Above-ground remains of a medieval to post-medieval fulling mill at Ullthwaite, Over Staveley",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37936,FULLING MILL,30902,"Fulling Mill at Corfoot Beck, Troutbeck",,"Site of a fulling mill (a mill for beating and cleaning cloth, using soap or fullers earth) of Medieval date.",MEDIEVAL,MEDIEVAL,DESTROYED MONUMENT,"Site of a Fulling Mill, dated 1390/4. This site is included on M Davies Shiel's annotated map 1990 (S1286).
~
This site could be related to HER 4056.",9769eb94-4abc-4a2c-a4c0-a7a193e8e4c1,"Above-ground remains of a medieval fulling mill at Corfoot Beck, Lakes",yes,Above-ground feature(s),Medium,1,Possible,Point,NA,N,N,1,1
37993,VERMIN TRAP,31720,"Fox Bield above Sheep Crag, Great Langdale",,Site of the remains of a fox trap (a device used to trap or kill foxes) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,Remains of circular stone built fox bield (S3198).,e9b41e63-90cf-44dc-8136-c47bec860142,"Structural remains of a post-medieval fox bield at Sheep Crag, Great Langdale",yes,Structure(s),Medium,2,Probable,Point,NA,N,N,1,1
38006,BIELD,31994,"Bield at Torver Brow, Torver Low Common",,Site of a possible bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,A small stone structure set against the face of a small crag. It comprises dry stone masonry to a height of 0.5m. The entrance lies on the south east corner and the north side is heavily degraded. It is possibly a bield. This site was located during a fi,019e2222-6b79-4f4f-be86-5c3d76492ebe,"Structural remains of a bield of unknown date at Torver Brow, Torver",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38016,BIELD,32010,"Bield at Green Howe, Torver Low Common",,Site of a bield (a wall built to give shelter to sheep) of Post Medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A small sub-rectangular bield built against a crag face. The walls vary in thickness between 0.5m and 0.7m and the site is in relatively good condition. Its condition is consistent with it being of post medieval date. It is located on a small terrace. Th,0df5f9ef-57af-4197-9b45-997021c06874,"Structural remains of a post-medieval bield at Green Howe, Torver",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38019,BIELD,32013,"Bield at Green Howe, Torver Low Common",,Site of a bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,A small well preserved bield constructed against a small crag. The entrance lies in the southern corner although a small section of collapsed wall at this point may indicate some alteration in its size. It has a sub-rectangular shape and has dry stone ma,38dd08f4-8928-4c6a-a4e7-e2bd1442cf64,"Structural remains of a sheepfold of unknown date at Green Howe, Torver",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38029,BIELD,32023,"Bield at Nutty Sheep Fold, Blawith Fells",,Site of a bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,A bield comprising western and northern walls; the eastern side utilises a natural ridge. The entrance lies on the southern side. The structure comprises drystone masonry to a height of 0.7m. This site was located during a field survey conducted by LUAU,95806309-33fb-421c-8d97-6f40820e87a2,"Structural remains of a bield of unknown date at Nutty Sheep Fold, Blawith and Subberthwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38040,BIELD,32039,"Bield at Beacon Tarn, Blawith Fells",,Site of a bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,A small shelter butted onto a small crag on a ridge. The walls are becoming earthfast and consist of large roughly placed slabs and crude dry stone masonry. It is located on an elongated ridge and is well decayed. This site was located during a field sur,a7166091-1d3c-456e-a7e7-9eb5262a7e5c,"Structural remains of a bield of unknown date at Beacon Tarn, Blawith and Subberthwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38042,BIELD,32042,"Bield at Tarn Beck, Blawith Fells",,Site of a bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,"A small roughly built, rectilinear dry stone structure set against a low crag face. It comprises 4-5 courses of masonry in places. The northern end is open. It is set within a narrow gully and is well protected from the elements. A further section of dec",1e03755c-4689-4ff5-b875-554e65f00a37,"Structural remains of a bield of unknown date at Tarn Beck, Blawith and Subberthwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38084,BIELD,32114,"Bield, Houkler Hall Bank, N. of Ivy Tree",,Site of a bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,A small rectilinear bield butted onto a crag in very good condition. There is little evidence of collapse and the walls stand to their full height.The presence of asbestos indicates recent usage. This site was located during a field survey conducted by L,5d287009-d58d-40d2-a1a0-802bd7e492d8,"Structural remains of a bield of unknown date at Houkler Hall Bank, Blawith and Subberthwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38088,BIELD,32118,"Bield, Subberthwaite Bank",,Site of a bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,"A small bield with little evidence of collapse in the walls. Three sides remain and it is possible that these sides and the height of the wall, about four courses, may be in their original form. This site was located during a field survey conducted by LU",89bdc09a-3ee7-48cf-9839-c10ee3890bb0,"Structural remains of a bield of unknown date at Subberthwaite Bank, Blawith and Subberthwaite",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38155,BIELD,32595,"Bield at Saddlebacked How, Dunnerdale",,A bield (wall giving shelter to sheep) of medieval and post medieval date.,MEDIEVAL,MEDIEVAL,STRUCTURE,"A small structure between Saddlebacked How and Castle How which was probably associated with the enclsoure boundary walls. The layout is regular with three extant walls remaining. The remaining walls are 0.5 - 1 m in width, 1.5 m in height, and up to six",486109bd-402a-4de4-85b9-e5f135b42622,"Structural remains of a medieval to post-medieval bield at Saddlebacked How, Ulpha",yes,Structure(s),Medium,2,Probable,Line,1,N,N,1,1
38186,LEAD MINE,32784,"Lead Mine at Stile Brow, Crook",,Lead mine of unknown date.,UNCERTAIN,UNCERTAIN,DOCUMENTARY EVIDENCE,On the 1st edition OS mapping a lead mine is present at this location but is not present on the 2nd edition OS mapping but a shaft/spoil heap is marked on.,4585b4e5-5c8f-4e1f-8a6b-05ab6e5b0e8a,"Above-ground remains of a mine of unknown date at Stile Brow, Crook",yes,Above-ground feature(s),Medium,2,Probable,Point,NA,N,N,1,1
38189,PEN,32822,"Pinfold in Outgate, Ambleside",Listed Building,Pinfold (a pen where stray animals were folded) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,"It is a roughly rectangular pinfold, and unusually, purposely built on a banked field edge. It measures approximately 18m by 6m with walls of varying height. The roadside wall being approximately 1m high with a gate at one corner.  There is a small strea",98463046-28ff-4e27-a1ed-8099f3dc9fed,"Structural remains of a pinfold of unknown date at Outgate, Lakes",yes,Structure(s),Medium,2,Probable,Polygon,NA,N,N,1,1
38218,BIELD,32933,"Bield in the Ling mell Plantation, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,STRUCTURE,A disused and ruinous bield built into the slope measuring 8m high and 6m wide. A large stone forms the buttress to retain the extant wall. This site was located during field survey conducted by OAN in 2003 (S1889).,235c1184-8ee4-404b-b21d-f47ce6fb9fbb,"Above-ground remains of a bield of unknown date at Ling Mell Plantation, Ennerdale and Kinniside",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38223,BIELD,32937,"Bield at Seavy Knott, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,DOCUMENTARY EVIDENCE,"A bield included on the OS First Edition map 1867 (S1889, number 47).
~
Site recorded in The National Trust Sites and Monuments Record (S2873).",9b3278d7-9492-443d-9e54-89f4d2e9f78a,"Above-ground remains of a bield of unknown date at Seavy Knott, Ennerdale and Kinniside",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38227,BIELD,32946,"Bield at Crag Fell, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,DOCUMENTARY EVIDENCE,A bield which features on the OS Second Edition Map 1900 (S1889).,1e1ab988-59cc-4007-af8d-af69fe277bfd,"Above-ground remains of a post-medieval bield at Crag Fell, Ennerdale and Kinniside",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38228,BIELD,32948,"Bield in Ennerdale Forest, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of unknown date.,UNCERTAIN,UNCERTAIN,DOCUMENTARY EVIDENCE,A bield which appears on the OS First Edition Map 1900 (S1889).,fbc1cbf8-e70a-45f4-b0b6-b773a84b0894,"Above-ground remains of a post-medieval bield at Ennerdale Forest, Ennerdale and Kinniside",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38241,BIELD,32991,"Bield at Clew's Gill, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A curved sheep shelter wall, running along a north to south axis. It is approximately 4.5m long, curving by 1m west at the north and south ends, and 0.9m high and 0.7m wide. It is rough and uncoursed and includes angular scree of mid to large size. The w",118675a9-a238-4c35-b7ec-287444d3ca41,"Above-ground and structural remains of a post-medieval bield at Clew's Gill, Ennerdale and Kinniside",yes,Structure(s) + above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38243,BIELD,32999,"Bield at Lingmell Plantation, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"The remains of a small sheep shelter or fold, consisting of a 2m long and 0.5m high stretch of randomly coursed dry-stone wall. A possible return to the north and the presence of earthfast stone around the area, suggests that the structure is the partial",2d8108f7-d149-48cf-9bf8-437626f70e53,Above-ground and structural remains of a post-medieval bield at Ennerdale and Kinniside,yes,Structure(s) + above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38245,BIELD,33001,"Bield in Ennerdale Forest, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A short, curved dry-stone wall forming the remains of a bield, approximately 6m long and 0.5-0.6m wide. This site was located during survey conducted by OAN in 2003 (S1889).",2272471e-a527-49fe-81bd-6b150ba30e19,"Structural remains of a post-medieval bield at Ennerdale Forest, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38246,BIELD,33002,"Bield in Ennerdale Fell Plantation, Ennerdale and Kinniside",,Bield (a wall built to give shelter to sheep) of post medieval date.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A small 2m stretch of wall, which butts against a large boulder in order to form a shelter. This site was located during field survey conducted by OAN in 2003 (S1889).",1b68626b-d38d-44cb-ab4a-6a0b3ef55fae,"Structural remains of a post-medieval bield at Ennerdale Fell Plantation, Ennerdale and Kinniside",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38395,BIELD,33914,"Bield near Wall End Farm, Great Langdale",,This short stretch of wall is probably a bield (wall built to give shelter to sheep): it is situated in a field near to Wall End Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A short stretch of straight wall, 17m long, 1.3m wide and almost down to footings. Possibly the remnant of a shelter wall or sheep fold, being once quite a substantial wall if the base width was indicative of its structure. It is located in the eastern s",288e23de-cc0a-4dd8-a712-29afae960a61,"Structural remains of a wall of unknown date at Wall End Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38414,BIELD,33932,"Bield or enclosure near Middlefell Place Farm, Great Langdale",,This bield (wall built to give shelter to sheep) or enclosure is situated in the northwest sector of an intake near to Middlefell Place Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A shelter wall or possible enclosure exists in the northwest sector of the intake. The western and northern walls are clearly evident (western wall 10m long, up to 1m high; Northern wall 7m long, up to 1m high) with a possible small pen or shelter on the",f149edef-ede7-4e37-a17e-32ba3e970267,,yes,,,NA,,Point,1,N,N,1,1
38420,BIELD,33938,"Bield near Middlefell Place Farm, Great Langdale",,This L shaped shelter bield (wall built to give shelter to sheep) is situated on the hillside near to Middlefell Place Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"L-shaped shelter wall, 20m long. First documented 1897 (Ordnance Survey 1897).",a80d18a6-1f9b-4162-8ca8-84b92886c4c9,"Structural remains of a bield of unknown date at Middelfell Place Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38425,BIELD,33943,"Bield near Middlefell Place Farm, Great Langdale",,This bield (wall built to give shelter to sheep) is situated on the hillside near to Middlefell Place Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A shelter wall in the southeast sector of the intake; 9m long, 1m to 1.3m high, 0.5m top width, and 1m base width.",6530b5d7-73bf-401d-996b-ed136726ec32,"Structural remains of a sheepfold of unknown date at Middelfell Place Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38445,BIELD,33966,"Bield near Millbeck Farm, Great Langdale",,This collapsed bield (wall built to give shelter to sheep) is situated near to Millbeck Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A short length of collapsed shelter wall approximately 6m to 7m long and 1m high at best.,bf490467-0b06-4337-bf39-9ae7cb97470f,"Structural remains of a bield of unknown date at Millbeck Farm, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38446,BIELD,33967,"Bield near Millbeck Farm, Great Langdale",,This bield (wall built to give shelter to sheep) is built in an area running down slope near to Millbeck Farm.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,A shelter wall built in an area running downhill and abutting a large boulder; approximately 8m to 10m long and 1.3m high.,3734476d-0281-4833-8d2a-a1a70cfe4b89,"Above-ground remains of a bield of unknown date at Millbeck Farm, Lakes",yes,Above-ground feature(s),Medium,2,Probable,Point,1,N,N,1,1
38452,BIELD,33973,"Bield near Dungeon Ghyll Force, Great Langdale",,This bield (wall built to give shelter to sheep) is situated in a field near to Dungeon Ghyll Force.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,"A roughly curved (or 2-sided) bield being the more westerly of three bields (National Trust sites 24329 and 24330) within this intake. Its walls are up to 1.5m in height, one being in a partly collapsed state. Total wall length being approximately 8m in",79728847-8f80-4742-9ab8-2ad57f6fd868,"Structural remains of a bield of unknown date at Dungeon Ghyll Force, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
38462,BIELD,33983,"Bield northwest of Millbeck, Great Langdale",,This bield (wall built to give shelter to sheep) is situated in a field northwest of Millbeck.,POST MEDIEVAL,POST MEDIEVAL,STRUCTURE,This L-shaped bield measures 18m in length and 1m high.,20c9c0eb-04e4-4eda-b98b-eaddd37d7bde,"Structural remains of a bield of unknown date at Millbeck, Lakes",yes,Structure(s),Medium,2,Probable,Point,1,N,N,1,1
